name,location,online_order,book_table,cuisines,rate,costof2plates,type_mode,rest_type,votes
Vishal Foods,Bellandur,Yes,No,Fast Food,3.7,300.0,Delivery,Quick Bites,0.0
Dosa Time,Sarjapur Road,Yes,No,South Indian,3.7,150.0,Delivery,Quick Bites,0.0
Spicy Andhra,Marathahalli,Yes,No,Andhra North Indian Chinese,2.9,600.0,Delivery,Casual Dining,22.0
Nite Out,Sarjapur Road,Yes,No,North Indian Chinese Biryani,4.0,500.0,Delivery,Delivery,353.0
Visantoe,Marathahalli,Yes,No,others,3.7,500.0,Delivery,Food Court,0.0
Crunch Pizzas,Bellandur,Yes,No,Italian Pizza,2.5,600.0,Delivery,"Takeaway, Delivery",52.0
The Rice Company,HSR,Yes,No,North Indian Biryani,3.7,600.0,Delivery,Delivery,0.0
Mughal Samraj,Bellandur,Yes,No,Fast Food,3.2,600.0,Delivery,Casual Dining,4.0
That Garage Cafe,HSR,Yes,No,others,3.1,650.0,Delivery,Cafe,100.0
Atithi Food Park,Marathahalli,Yes,No,South Indian North Indian Chinese,3.7,450.0,Delivery,Casual Dining,0.0
Papacream,Sarjapur Road,No,No,Desserts Ice Cream,3.8,350.0,Delivery,Dessert Parlor,28.0
Santos,Marathahalli,Yes,No,North Indian,3.7,500.0,Delivery,Food Court,0.0
Tandoori Ghar,Bellandur,Yes,No,North Indian Chinese Biryani,3.7,400.0,Delivery,Casual Dining,0.0
Cupcake Noggins,Sarjapur Road,No,No,Desserts Bakery,3.9,300.0,Delivery,Dessert Parlor,177.0
Zaika of North,Sarjapur Road,No,No,North Indian Chinese,3.7,500.0,Delivery,Quick Bites,0.0
Ghar Ka Chulha,Marathahalli,No,No,North Indian,3.7,150.0,Delivery,Delivery,0.0
Burger Crush,Sarjapur Road,No,No,Fast Food,3.2,500.0,Delivery,Delivery,4.0
Juice Berg,Sarjapur Road,No,No,others,3.3,200.0,Delivery,Beverage Shop,4.0
Court Cafe,Sarjapur Road,Yes,No,Fast Food Beverages,3.7,300.0,Delivery,Quick Bites,0.0
Wangs Xanadu Momo,HSR,Yes,No,others,3.8,250.0,Delivery,Quick Bites,14.0
Biriyani Bungalow,HSR,Yes,No,Biryani North Indian,3.1,600.0,Delivery,Casual Dining,4.0
Chination,Sarjapur Road,Yes,No,Chinese,3.7,600.0,Delivery,Delivery,5.0
Yummy Pot,HSR,Yes,No,North Indian,3.7,300.0,Delivery,Quick Bites,0.0
Chriz Cafe,Sarjapur Road,Yes,No,South Indian Biryani,3.5,400.0,Delivery,"Takeaway, Delivery",11.0
Healthy Sapiens,Frazer Town,Yes,No,others,3.8,300.0,Delivery,Delivery,22.0
Lassi More,HSR,Yes,No,others,3.7,150.0,Delivery,Beverage Shop,0.0
NawabEKhana,Bellandur,Yes,No,North Indian Biryani,3.7,500.0,Delivery,"Takeaway, Delivery",0.0
Aaha Andhra,Bellandur,Yes,No,others,3.7,900.0,Delivery,Casual Dining,11.0
Mint Spice Caf Restaurant,Bellandur,Yes,No,North Indian Chinese,3.0,500.0,Delivery,Casual Dining,12.0
Goodness Beverages,Marathahalli,Yes,No,Beverages,3.7,250.0,Delivery,"Takeaway, Delivery",0.0
Swathi Deluxe,Marathahalli,Yes,Yes,others,3.9,750.0,Delivery,Casual Dining,218.0
Ultra Biriyani Paradise,Sarjapur Road,Yes,No,Biryani,3.2,300.0,Delivery,Quick Bites,4.0
Zangos Grill,Marathahalli,Yes,No,others,3.7,300.0,Delivery,Delivery,0.0
THE RIG,Sarjapur Road,No,Yes,others,4.3,1500.0,Delivery,"Microbrewery, Casual Dining",1585.0
Butter Side Up,Bellandur,Yes,No,Desserts Bakery,4.1,600.0,Delivery,Dessert Parlor,111.0
Just Delhiwala,Bellandur,Yes,No,North Indian,3.8,300.0,Delivery,Quick Bites,80.0
Madurai Veg Kitchen,Bellandur,Yes,No,North Indian Chinese South Indian,3.7,200.0,Delivery,"Takeaway, Delivery",0.0
Cafe Talkhouse,HSR,Yes,No,North Indian,3.8,400.0,Delivery,Quick Bites,23.0
Waffle Stories,HSR,Yes,No,Desserts Beverages,3.7,300.0,Delivery,Dessert Parlor,0.0
Foodzoo,HSR,Yes,No,others,3.7,300.0,Delivery,Quick Bites,122.0
Mumbai Kulfi,HSR,Yes,No,Ice Cream,4.0,100.0,Delivery,Dessert Parlor,92.0
Tastebuds,Sarjapur Road,Yes,No,Bakery Fast Food,3.7,300.0,Delivery,"Bakery, Quick Bites",23.0
Punjabi Chulla,Bellandur,Yes,No,North Indian,3.2,300.0,Delivery,Delivery,9.0
Rolls Kitchen,Marathahalli,Yes,No,Fast Food Rolls,3.2,250.0,Delivery,Quick Bites,7.0
Wow Vada Pav,HSR,Yes,No,others,3.7,150.0,Delivery,Quick Bites,40.0
Anand Sweets And Savouries,Sarjapur Road,No,No,Mithai Street Food,4.2,400.0,Delivery,"Sweet Shop, Quick Bites",267.0
Nayi Dilli by Anand Sweets,Sarjapur Road,No,Yes,North Indian Chinese,4.0,1000.0,Delivery,Casual Dining,119.0
Cauvery Hyderabadi Biriyani,Marathahalli,No,No,North Indian Chinese,3.8,600.0,Delivery,Casual Dining,111.0
Petoo,Sarjapur Road,No,No,North Indian Fast Food,3.7,450.0,Delivery,Quick Bites,0.0
BTown Cafe Restaurant,Marathahalli,No,No,others,3.5,350.0,Delivery,Food Court,8.0
Imperio Cafe,Whitefield,No,No,others,3.9,200.0,Delivery,Quick Bites,22.0
Good Food Kitchen,Sarjapur Road,No,No,North Indian,3.4,400.0,Delivery,Delivery,7.0
Sree Lakshmi Venkateshwara Andhra Mess,Marathahalli,No,No,others,3.5,400.0,Delivery,Mess,17.0
Baba Da Dhaba,Sarjapur Road,No,Yes,North Indian,3.6,650.0,Delivery,Casual Dining,32.0
Paratha Plaza,Sarjapur Road,No,No,North Indian,3.5,250.0,Delivery,Quick Bites,68.0
Delice Novotel,Marathahalli,No,No,Desserts Bakery,3.8,800.0,Delivery,others,33.0
The Shed,Sarjapur Road,No,No,Cafe Fast Food,3.7,400.0,Delivery,Cafe,0.0
A La Carte Restaurant,Sarjapur Road,No,No,Chinese North Indian,3.7,500.0,Delivery,Quick Bites,0.0
Delish Multi Cuisine Andhra Style Restaurant,Sarjapur Road,No,No,others,3.7,600.0,Delivery,Casual Dining,0.0
Lassi Cafe,Sarjapur Road,No,No,others,3.6,300.0,Delivery,Beverage Shop,23.0
Payohima,Sarjapur Road,No,No,others,3.7,1000.0,Delivery,Casual Dining,0.0
Fine Day,Sarjapur Road,No,No,others,3.1,500.0,Delivery,Quick Bites,5.0
Innate,Sarjapur Road,No,No,Beverages,3.7,400.0,Delivery,Delivery,0.0
Biryani Treat,Sarjapur Road,No,No,Biryani,3.7,400.0,Delivery,"Takeaway, Delivery",0.0
Heavenly Desserts,Sarjapur Road,No,No,Bakery,3.6,300.0,Delivery,Bakery,10.0
Punjabi Last Stand,Sarjapur Road,No,No,North Indian,3.7,300.0,Delivery,Quick Bites,0.0
RJ Kitchen,Sarjapur Road,No,No,North Indian,3.7,300.0,Delivery,"Takeaway, Delivery",0.0
Biggies Burger n More,Sarjapur Road,No,No,others,3.7,650.0,Delivery,Quick Bites,0.0
Mangala Hotel,Sarjapur Road,No,No,South Indian,3.7,100.0,Delivery,Quick Bites,0.0
Runiq,Sarjapur Road,No,No,North Indian,3.7,300.0,Delivery,Delivery,0.0
North Met South,Sarjapur Road,No,No,North Indian South Indian,3.7,800.0,Delivery,Casual Dining,0.0
C R Mangalore Bakery,Sarjapur Road,No,No,Bakery,3.7,300.0,Delivery,Bakery,0.0
Cafe Petu,Sarjapur Road,No,No,others,3.7,300.0,Delivery,Delivery,0.0
Punjabi Paratha House,Sarjapur Road,No,No,North Indian,3.7,300.0,Delivery,Delivery,0.0
Kriti Dugar,Marathahalli,No,No,Desserts,3.4,200.0,Delivery,Dessert Parlor,5.0
Nandhini Deluxe,Sarjapur Road,No,No,others,2.9,800.0,Delivery,Casual Dining,108.0
WOW MOMO,Marathahalli,No,No,others,3.4,300.0,Delivery,"Takeaway, Delivery",10.0
Lluvia Bakery,Sarjapur Road,Yes,No,Bakery,3.4,350.0,Delivery,"Takeaway, Delivery",11.0
Rolls On Wheels,Sarjapur Road,No,No,others,3.5,300.0,Delivery,Quick Bites,132.0
Masale Daan,RT Nagar,Yes,No,North Indian,3.7,350.0,Delivery,Delivery,0.0
Helloo Delhi,Sarjapur Road,Yes,No,North Indian,3.2,1000.0,Delivery,nan,34.0
Chai Resto,Bellandur,No,No,others,3.6,200.0,Delivery,Quick Bites,5.0
Flavored With Love,Bellandur,No,No,Bakery,3.7,200.0,Delivery,"Takeaway, Delivery",0.0
Tasty Yum,Sarjapur Road,No,No,others,3.7,300.0,Delivery,Quick Bites,0.0
Dunkin Donuts,Sarjapur Road,No,No,Desserts,3.7,300.0,Delivery,"Quick Bites, Dessert Parlor",0.0
Andhra Spice,Sarjapur Road,No,No,others,3.7,600.0,Delivery,Casual Dining,0.0
Sardar Ka Chullah,Marathahalli,Yes,No,North Indian,3.7,400.0,Delivery,Food Court,0.0
Punjabi Home Made Food,Bellandur,Yes,No,North Indian,3.7,400.0,Delivery,Quick Bites,0.0
Chawlas 2 Onlinecom,Sarjapur Road,Yes,No,North Indian,3.7,800.0,Delivery,Delivery,0.0
Smokin Bites,Sarjapur Road,Yes,No,North Indian Chinese,3.4,200.0,Delivery,Quick Bites,20.0
Health Gourmet,Sarjapur Road,Yes,No,others,3.8,600.0,Delivery,"Takeaway, Delivery",117.0
Detox Kitchen,HSR,Yes,No,others,3.1,500.0,Delivery,"Takeaway, Delivery",9.0
China On My Plate,Bellandur,Yes,No,Chinese,2.8,800.0,Delivery,Casual Dining,23.0
Paratha King,Bellandur,Yes,No,North Indian,3.1,300.0,Delivery,Quick Bites,19.0
Hotel S Mom,Bellandur,Yes,No,others,3.7,350.0,Delivery,Quick Bites,0.0
Food Singh,Sarjapur Road,Yes,No,North Indian,3.7,500.0,Delivery,Delivery,0.0
Sethis,Sarjapur Road,Yes,No,others,3.7,600.0,Delivery,Delivery,0.0
Navabs,Sarjapur Road,Yes,No,others,3.7,600.0,Delivery,Delivery,0.0
WataBiryani,Sarjapur Road,Yes,No,Biryani,3.7,500.0,Delivery,Delivery,0.0
Delhi Food Factory,HSR,Yes,No,North Indian,3.7,500.0,Delivery,Delivery,0.0
Coffee Tea More,Marathahalli,No,No,others,3.7,300.0,Delivery,"Beverage Shop, Quick Bites",0.0
Kakatiyas,HSR,Yes,No,South Indian Biryani,3.1,250.0,Delivery,Quick Bites,6.0
Hyderabadi Biryani Hub,Bellandur,Yes,No,Biryani North Indian Chinese,3.5,600.0,Delivery,Casual Dining,19.0
Hangouts Kashish Caterers,HSR,Yes,No,Biryani Kebab,3.4,400.0,Delivery,Delivery,10.0
Jagans Hotel,HSR,Yes,No,South Indian North Indian,3.7,200.0,Delivery,Quick Bites,0.0
Go Gharelu,Marathahalli,Yes,No,North Indian Biryani,3.1,250.0,Delivery,"Takeaway, Delivery",69.0
Tempteys,HSR,Yes,No,Beverages,3.7,500.0,Delivery,"Beverage Shop, Dessert Parlor",39.0
Speedy Chow,Marathahalli,Yes,No,Chinese Thai,3.7,500.0,Delivery,Casual Dining,0.0
Savours,Sarjapur Road,Yes,No,North Indian South Indian Chinese,3.3,350.0,Delivery,Quick Bites,10.0
Happy Endings,Bellandur,Yes,No,others,4.3,500.0,Desserts,"Bakery, Dessert Parlor",490.0
Bakers Home,Bellandur,Yes,No,Bakery Desserts,4.0,300.0,Desserts,"Bakery, Dessert Parlor",175.0
Cakes Wagon,Bellandur,Yes,No,Desserts Bakery,3.4,300.0,Desserts,others,6.0
Kanti Sweets,Bellandur,Yes,No,Mithai Street Food,4.0,400.0,Desserts,Sweet Shop,152.0
eatfit,Bellandur,Yes,No,others,4.4,500.0,Desserts,Delivery,632.0
Apsara Ice Cream,Bellandur,No,No,Ice Cream Desserts,4.1,200.0,Desserts,Dessert Parlor,83.0
Murli,Bellandur,Yes,No,others,3.9,500.0,Desserts,Casual Dining,1233.0
XO Belgian Waffle,Bellandur,Yes,No,Desserts Beverages,3.7,400.0,Desserts,Dessert Parlor,0.0
CakeZone,Bellandur,No,No,Bakery Desserts,3.7,500.0,Desserts,Bakery,20.0
Keventers,Bellandur,Yes,No,others,3.6,400.0,Desserts,"Beverage Shop, Dessert Parlor",18.0
Polar Bear,Bellandur,Yes,No,others,4.2,400.0,Desserts,Dessert Parlor,213.0
Mont Blanc Cafe,Bellandur,Yes,No,others,3.8,650.0,Desserts,Cafe,35.0
Laddoos,Bellandur,Yes,No,others,2.9,250.0,Desserts,others,163.0
Chef Bakers,Bellandur,Yes,No,others,3.6,600.0,Desserts,"Bakery, Quick Bites",136.0
Cake Town Cafe,Bellandur,Yes,No,Bakery Desserts,3.9,500.0,Desserts,"Bakery, Dessert Parlor",75.0
Food Theory,Bellandur,No,No,others,3.0,500.0,Desserts,nan,88.0
Butter Side Up,Bellandur,Yes,No,Desserts Bakery,4.1,600.0,Desserts,Dessert Parlor,111.0
Gooey Fluffy,Bellandur,No,No,Desserts Bakery,3.7,200.0,Desserts,Delivery,0.0
Melting Melodies,Bellandur,Yes,No,Desserts Bakery,3.6,300.0,Desserts,others,11.0
Sweet Truth,Bellandur,Yes,No,Bakery Desserts,3.7,500.0,Desserts,Bakery,0.0
Smoor,Bellandur,Yes,No,Desserts Beverages,3.7,900.0,Desserts,Dessert Parlor,44.0
Lassi Corner,Bellandur,No,No,Beverages Desserts,3.2,300.0,Desserts,Beverage Shop,9.0
Artinci Artisanal Ice Cream,Bellandur,Yes,No,Ice Cream Desserts,3.7,300.0,Desserts,Dessert Parlor,0.0
Pop Hop,Bellandur,No,No,Ice Cream Desserts,3.5,300.0,Desserts,Dessert Parlor,6.0
Just Bake,Bellandur,No,No,Bakery Desserts,3.7,400.0,Desserts,Bakery,36.0
Carnival Cakes Breads,Bellandur,No,No,others,3.7,200.0,Desserts,"Dessert Parlor, Quick Bites",23.0
Bombay Kulfis,Bellandur,No,No,Ice Cream,3.7,200.0,Desserts,Dessert Parlor,0.0
Nutty Squirrel,Bellandur,Yes,No,Ice Cream Desserts,3.8,300.0,Desserts,Kiosk,72.0
The Ganache Factory,Bellandur,No,No,Desserts Bakery,3.7,400.0,Desserts,others,0.0
Baskin Robbins,Bellandur,Yes,No,Ice Cream Desserts,3.7,250.0,Desserts,Dessert Parlor,48.0
Delitz Creamvilla Cafe,Bellandur,Yes,No,others,4.0,600.0,Desserts,"Cafe, Dessert Parlor",74.0
Milkyway Ice Creams,Bellandur,Yes,No,Ice Cream,3.7,300.0,Desserts,Food Court,25.0
Oven Fresh,Bellandur,No,No,Bakery Fast Food,3.2,600.0,Desserts,others,8.0
Coffee Bike,Bellandur,No,No,Fast Food Beverages,3.7,250.0,Desserts,Kiosk,15.0
Me And My Cake,Bellandur,No,No,Bakery Desserts,3.7,500.0,Desserts,"Takeaway, Delivery",0.0
Refuel Aloft Bengaluru Cessna Business Park,Bellandur,No,No,others,3.7,1000.0,Desserts,"Cafe, Bakery",0.0
Cake Dilim,Bellandur,Yes,No,Bakery Desserts,3.3,400.0,Desserts,Bakery,10.0
The Chocolate Heaven Cakes,Bellandur,Yes,No,others,3.7,600.0,Desserts,others,0.0
The French Loaf,Bellandur,No,No,Bakery Desserts,3.7,400.0,Desserts,"Bakery, Quick Bites",0.0
Bangalore Agarwal Bhavan,Bellandur,No,No,others,3.2,200.0,Desserts,"Sweet Shop, Quick Bites",4.0
Squeez Juice Bars,Bellandur,No,No,Beverages Fast Food,3.3,200.0,Desserts,Beverage Shop,10.0
38 Sugar Lane,Bellandur,No,No,Bakery Desserts,3.7,850.0,Desserts,"Takeaway, Delivery",0.0
Devis Cakes N Bakes,Bellandur,No,No,Bakery Desserts,3.6,200.0,Desserts,Bakery,31.0
Piata,Bellandur,No,No,Bakery,3.7,400.0,Desserts,Bakery,19.0
Oz Pies,Bellandur,Yes,No,others,3.8,400.0,Desserts,Delivery,37.0
Cupcake Bliss,Bellandur,Yes,No,Bakery,3.3,250.0,Desserts,Bakery,8.0
Anand Sweets And Savouries,Sarjapur Road,No,No,Mithai Street Food,4.2,400.0,Desserts,"Sweet Shop, Quick Bites",267.0
Soul Treat,Sarjapur Road,Yes,No,others,4.3,750.0,Desserts,Bakery,269.0
Natural Ice Cream,Sarjapur Road,No,No,Ice Cream Desserts,4.3,150.0,Desserts,Dessert Parlor,384.0
Cold Smith Ice Creams,Sarjapur Road,Yes,No,Ice Cream Desserts,3.9,450.0,Desserts,Dessert Parlor,41.0
Waffle Talesz,Sarjapur Road,Yes,No,Desserts,3.6,200.0,Desserts,Dessert Parlor,18.0
Karachi Bakery,Sarjapur Road,Yes,No,Bakery Desserts,3.7,400.0,Desserts,Bakery,16.0
Lluvia Bakery,Sarjapur Road,Yes,No,Bakery,3.4,350.0,Desserts,"Takeaway, Delivery",11.0
Bombay Kulfi,Marathahalli,Yes,No,Desserts Ice Cream,3.8,150.0,Desserts,Dessert Parlor,38.0
Carlos Cake Cafe,Sarjapur Road,Yes,No,Bakery Desserts,3.8,300.0,Desserts,Bakery,81.0
Cake Delights,Sarjapur Road,Yes,No,Bakery Desserts,3.6,500.0,Desserts,Bakery,24.0
Cupcake Noggins,Sarjapur Road,No,No,Desserts Bakery,3.9,300.0,Desserts,Dessert Parlor,177.0
Frozen Bottle,Sarjapur Road,Yes,No,others,3.6,400.0,Desserts,Beverage Shop,13.0
Payohima Ice Creams,Sarjapur Road,Yes,No,Desserts,3.9,300.0,Desserts,Dessert Parlor,20.0
Tastebuds,Sarjapur Road,Yes,No,Bakery Fast Food,3.7,300.0,Desserts,"Bakery, Quick Bites",23.0
Delice Novotel,Marathahalli,No,No,Desserts Bakery,3.8,800.0,Desserts,others,33.0
INDULGE by InnerChef,Sarjapur Road,Yes,No,Desserts Bakery,3.6,400.0,Desserts,Bakery,22.0
Papacream,Sarjapur Road,No,No,Desserts Ice Cream,3.8,350.0,Desserts,Dessert Parlor,28.0
Archanas First Crush,Sarjapur Road,Yes,No,Bakery Desserts,3.7,400.0,Desserts,Bakery,31.0
Lassi Cafe,Sarjapur Road,No,No,others,3.6,300.0,Desserts,Beverage Shop,23.0
Lassi Shop,Sarjapur Road,No,No,others,3.7,300.0,Desserts,others,0.0
Homemade Delite,HSR,No,No,Bakery Desserts,3.6,200.0,Desserts,Takeaway,21.0
Hokey Pokey Ice Creams,Sarjapur Road,No,No,Ice Cream Desserts,3.9,350.0,Desserts,Dessert Parlor,75.0
The Gulkand Store,BTM,No,No,Desserts Ice Cream,3.7,100.0,Desserts,Dessert Parlor,0.0
Heavenly Desserts,Sarjapur Road,No,No,Bakery,3.6,300.0,Desserts,Bakery,10.0
Minus 4,Sarjapur Road,No,No,Desserts,3.3,300.0,Desserts,Dessert Parlor,4.0
C R Mangalore Bakery,Sarjapur Road,No,No,Bakery,3.7,300.0,Desserts,Bakery,0.0
Cafe Coffee Day,Sarjapur Road,No,No,Cafe Fast Food,3.1,900.0,Desserts,Cafe,7.0
Kriti Dugar,Marathahalli,No,No,Desserts,3.4,200.0,Desserts,Dessert Parlor,5.0
Warm Oven,Sarjapur Road,Yes,No,Bakery Desserts,3.9,500.0,Desserts,Bakery,93.0
Cake Box,Marathahalli,Yes,No,Bakery Desserts,2.9,400.0,Desserts,Bakery,24.0
Dunkin Donuts,Sarjapur Road,No,No,Desserts,3.7,300.0,Desserts,"Quick Bites, Dessert Parlor",0.0
MoMo Cafe Courtyard by Marriott,Bellandur,No,Yes,others,4.2,2000.0,Dine-out,Casual Dining,271.0
Kava Fairfield by Marriott,Bellandur,No,Yes,others,3.9,1500.0,Dine-out,Casual Dining,284.0
right next to ChilliesnnAmbience it resembles a Irish Pub, ,others,others,others,3.7,400.0,Delivery,others,60.0
Manis Dum Biryani,Bellandur,Yes,No,Biryani Kebab,4.0,750.0,Dine-out,Casual Dining,894.0
Chullah Chandigarh,Bellandur,No,No,North Indian,4.2,800.0,Delivery,Casual Dining,308.0
RATEDn Ambiance45nService35nFood55nWe ordered daal makhni,others,others,others,Missing,3.7,400.0,Delivery,others,60.0
Nook Aloft Bengaluru Cessna Business Park,Bellandur,No,Yes,others,4.3,1800.0,Dine-out,Casual Dining,403.0
Chaarcoal,Bellandur,Yes,No,North Indian,4.0,1200.0,Dine-out,Casual Dining,444.0
Bathinda Dine,Bellandur,Yes,No,North Indian,4.0,950.0,Dine-out,Casual Dining,230.0
Shake It Off,Bellandur,Yes,No,Beverages Fast Food,4.0,600.0,Dine-out,Beverage Shop,60.0
Eden Huts Restaurant,Bellandur,No,No,Chinese North Indian,4.0,400.0,Dine-out,Casual Dining,213.0
Dalchini,Bellandur,No,No,North Indian,4.0,700.0,Dine-out,Casual Dining,225.0
Thalassery Restaurant,Bellandur,Yes,No,others,3.4,600.0,Dine-out,Casual Dining,692.0
Sharaab Factory,Bellandur,Yes,Yes,Biryani North Indian,3.9,1500.0,Dine-out,Bar,392.0
Coastal Fish Land,Bellandur,Yes,No,others,3.7,500.0,Dine-out,Casual Dining,0.0
The Rasaganga,Bellandur,Yes,No,South Indian North Indian Chinese Street Food,3.7,500.0,Dine-out,Casual Dining,404.0
Skylit Citrus Hotels,Bellandur,No,Yes,others,3.6,1500.0,Dine-out,Lounge,255.0
Samaroh,Bellandur,No,No,North Indian,4.0,1200.0,Dine-out,Casual Dining,246.0
Kanti Sweets,Bellandur,Yes,No,Mithai Street Food,4.0,400.0,Dine-out,Sweet Shop,152.0
Story Time,Bellandur,No,No,others,3.7,500.0,Dine-out,"Cafe, Quick Bites",15.0
Health Zingo,Bellandur,No,No,others,3.8,600.0,Dine-out,Casual Dining,368.0
Basmati Restaurant,Bellandur,Yes,No,others,3.8,900.0,Dine-out,Casual Dining,419.0
The Salad Studio,Bellandur,Yes,No,others,4.0,400.0,Dine-out,Cafe,107.0
Sichuan,Bellandur,Yes,No,others,4.1,800.0,Dine-out,Casual Dining,268.0
Gustos Pizza,Bellandur,Yes,No,others,3.0,500.0,Dine-out,Casual Dining,289.0
Smoke The Sizzler House,Bellandur,Yes,No,others,3.3,900.0,Dine-out,Casual Dining,4.0
Blue Berry Restaurant,Bellandur,Yes,No,others,3.9,650.0,Dine-out,Casual Dining,146.0
Murli,Bellandur,Yes,No,others,3.9,500.0,Dine-out,Casual Dining,1233.0
Flavors of India,Bellandur,Yes,Yes,others,3.7,1500.0,Dine-out,Casual Dining,37.0
Cooking Mom,Bellandur,Yes,No,others,2.9,800.0,Dine-out,Casual Dining,182.0
The Bbq,Bellandur,Yes,No,others,3.7,700.0,Dine-out,Casual Dining,0.0
BGs Poolside Bar Grill,Bellandur,No,Yes,others,4.1,1600.0,Dine-out,"Casual Dining, Bar",106.0
Glassy,Bellandur,No,Yes,North Indian Chinese,4.2,1400.0,Dine-out,others,707.0
Manchow,Bellandur,Yes,Yes,others,3.8,600.0,Dine-out,Casual Dining,157.0
Mont Blanc Cafe,Bellandur,Yes,No,others,3.8,650.0,Dine-out,Cafe,35.0
Moriz Restaurant,Bellandur,Yes,No,others,2.6,800.0,Dine-out,Casual Dining,74.0
Food Theory,Bellandur,No,No,others,3.0,500.0,Dine-out,nan,88.0
Kerala Mess Upahar,Bellandur,Yes,No,others,3.7,300.0,Dine-out,Mess,123.0
Ambur Dum Biryani,Bellandur,No,No,Biryani South Indian,3.7,250.0,Dine-out,Mess,0.0
Unico,Bellandur,Yes,No,others,3.7,550.0,Dine-out,Casual Dining,66.0
Drunken Monkey,Bellandur,Yes,No,Beverages Fast Food,3.4,400.0,Dine-out,Kiosk,11.0
Andhra Spicy,Bellandur,No,No,Andhra Biryani,3.5,400.0,Dine-out,Quick Bites,11.0
Hyderabadi Biriyani,Bellandur,Yes,No,others,3.4,800.0,Dine-out,Casual Dining,33.0
Nellore Andhra Mess,Bellandur,No,No,others,3.7,300.0,Dine-out,Mess,0.0
Wimpie Cafe Restaurant,Bellandur,Yes,No,others,3.7,500.0,Dine-out,Casual Dining,0.0
Sri Murali Krishna,Bellandur,Yes,No,North Indian Chinese Biryani,3.7,600.0,Dine-out,Casual Dining,0.0
Azura Restaurant,Bellandur,Yes,No,others,2.8,500.0,Dine-out,Casual Dining,95.0
BISO Citrus Hotels,Bellandur,No,No,others,3.0,1000.0,Dine-out,Casual Dining,120.0
Cafe Jezve,Bellandur,No,No,Cafe,4.0,500.0,Dine-out,Cafe,23.0
Aapni Rasoi,Bellandur,Yes,No,North Indian,3.2,400.0,Dine-out,Quick Bites,127.0
Chai Point,Bellandur,Yes,No,others,3.9,250.0,Dine-out,"Beverage Shop, Quick Bites",61.0
Tandoori Ghar,Bellandur,Yes,No,North Indian Chinese Biryani,3.7,400.0,Dine-out,Casual Dining,0.0
Biryani House,Bellandur,Yes,No,others,3.5,600.0,Dine-out,Casual Dining,11.0
Starbucks,Bellandur,No,No,Cafe Desserts,3.9,700.0,Dine-out,others,38.0
White Horse Pulse Resto Bar,Bellandur,No,No,North Indian Chinese,3.3,1000.0,Dine-out,Pub,6.0
Sai Ram Andhra Mess,Bellandur,No,No,South Indian North Indian,3.2,300.0,Dine-out,Mess,6.0
Puro Gusto,Bellandur,No,No,Cafe,3.9,400.0,Dine-out,Cafe,25.0
Hyderabadi Biryani Hub,Bellandur,Yes,No,Biryani North Indian Chinese,3.5,600.0,Dine-out,Casual Dining,19.0
Parathas Kitchen,Bellandur,Yes,No,North Indian South Indian,2.8,200.0,Dine-out,nan,32.0
Tata Cha,Bellandur,Yes,No,others,3.6,400.0,Dine-out,others,34.0
RATEDn worst food,others,others,others,Missing,3.7,400.0,Delivery,others,60.0
The Punjabi,Bellandur,Yes,No,others,2.9,550.0,Dine-out,Casual Dining,32.0
Cafe Coffee Day,Bellandur,Yes,No,Cafe Fast Food,3.1,900.0,Dine-out,Cafe,48.0
Chefs Gallery,Bellandur,No,No,others,3.5,700.0,Dine-out,Casual Dining,95.0
Tea Totallers,Bellandur,Yes,No,others,2.9,500.0,Dine-out,Cafe,19.0
Annalakshmi,Bellandur,No,No,others,3.5,700.0,Dine-out,Casual Dining,28.0
Kaka Singh,Bellandur,Yes,No,North Indian,2.6,400.0,Dine-out,Casual Dining,42.0
Hyderabadi Zaiqa,Bellandur,Yes,No,others,3.1,700.0,Dine-out,Casual Dining,41.0
Aaha Andhra,Bellandur,Yes,No,others,3.7,900.0,Dine-out,Casual Dining,11.0
Atithi Family Bar Restaurant,Bellandur,Yes,No,others,3.6,500.0,Dine-out,"Casual Dining, Bar",31.0
Mint Spice Caf Restaurant,Bellandur,Yes,No,North Indian Chinese,3.0,500.0,Dine-out,Casual Dining,12.0
Annapurna Foods,Bellandur,Yes,No,others,3.5,400.0,Dine-out,Casual Dining,11.0
Hyderabad Biryaani Palace,Bellandur,No,No,others,3.3,700.0,Dine-out,Casual Dining,12.0
China On My Plate,Bellandur,Yes,No,Chinese,2.8,800.0,Dine-out,Casual Dining,23.0
Asia In A Box,Bellandur,Yes,No,others,3.1,550.0,Dine-out,Casual Dining,9.0
Bellandur Kitchen,Bellandur,Yes,No,North Indian Chinese,3.4,400.0,Dine-out,Quick Bites,17.0
Chicken Man,Bellandur,Yes,No,others,3.7,400.0,Dine-out,Kiosk,48.0
The Brewing Bean,Bellandur,No,No,Cafe,3.7,500.0,Dine-out,Cafe,47.0
Cuppa,Bellandur,No,No,Cafe Fast Food,3.7,550.0,Dine-out,Cafe,33.0
Refuel Aloft Bengaluru Cessna Business Park,Bellandur,No,No,others,3.7,1000.0,Dine-out,"Cafe, Bakery",0.0
